"","season","name","team","age","w","l","g","gs","sv","bs","ip","babip","h","r","er","hr","bb","so","fip","war","player_id","year_in_mlb","sum_yrs"
"3521",1969,"Sonny Siebert","- - -",32,14,11,45,24,5,NA,177.1,0.266,161,98,74,22,76,133,3.97,2.1,1011951,6,55
"3522",1970,"Sonny Siebert","BOS",33,15,8,33,33,0,NA,222.2,0.262,207,98,85,29,60,142,3.95,3.3,1011951,7,55
"3523",1971,"Sonny Siebert","BOS",34,16,10,32,32,0,NA,235.1,0.263,220,84,76,20,60,131,3.25,4.4,1011951,8,55
"3524",1972,"Sonny Siebert","BOS",35,12,12,32,30,0,NA,196.1,0.289,204,105,83,17,59,123,3.28,2.7,1011951,9,55
"3525",1973,"Sonny Siebert","- - -",36,7,12,27,20,2,NA,122,0.29,125,70,55,12,38,81,3.52,1.7,1011951,10,55
"3526",1958,"Stan Williams","LAD",21,9,7,27,21,0,NA,119,0.251,99,58,53,10,65,80,4.04,1.5,1014039,1,15
"3527",1959,"Stan Williams","LAD",22,5,5,35,15,0,NA,124.2,0.249,102,64,55,12,86,89,4.65,0.5,1014039,2,15
"3528",1960,"Stan Williams","LAD",23,14,10,38,30,1,NA,207.1,0.234,162,84,69,26,72,175,3.58,3,1014039,3,15
"3529",1961,"Stan Williams","LAD",24,15,12,41,35,0,NA,235.1,0.287,213,114,102,21,108,205,3.44,4.6,1014039,4,15
"3530",1962,"Stan Williams","LAD",25,14,12,40,28,1,NA,185.2,0.273,184,104,92,16,98,108,4.16,0.7,1014039,5,15
"3531",1990,"Steve Avery","ATL",20,3,11,21,20,0,NA,99,0.338,121,79,62,7,45,75,3.64,1.5,1706,1,15
"3532",1991,"Steve Avery","ATL",21,18,8,35,35,0,NA,210.1,0.262,189,89,79,21,65,137,3.82,2.6,1706,2,15
"3533",1992,"Steve Avery","ATL",22,11,11,35,35,0,NA,233.2,0.268,216,95,83,14,71,129,3.37,3.5,1706,3,15
"3534",1993,"Steve Avery","ATL",23,18,6,35,35,0,NA,223.1,0.285,216,81,73,14,43,125,3.26,5.1,1706,4,15
"3535",1994,"Steve Avery","ATL",24,8,3,24,24,0,NA,151.2,0.259,127,71,68,15,55,122,3.97,2.5,1706,5,15
"3536",1995,"Steve Avery","ATL",25,7,13,29,29,0,NA,173.1,0.284,165,92,90,22,52,141,4.13,2.5,1706,6,55
"3537",1996,"Steve Avery","ATL",26,7,10,24,23,0,NA,131,0.319,146,70,65,10,40,86,3.86,2.4,1706,7,55
"3538",1997,"Steve Avery","BOS",27,6,7,22,18,0,NA,96.2,0.333,127,76,69,15,49,51,5.65,-0.1,1706,8,55
"3539",1998,"Steve Avery","BOS",28,10,7,34,23,0,NA,123.2,0.28,128,74,69,14,64,57,5.34,0.3,1706,9,55
"3540",1999,"Steve Avery","CIN",29,6,7,19,19,0,NA,96,0.225,75,62,55,11,78,51,6.03,0,1706,10,55
"3541",1960,"Steve Barber","BAL",22,10,7,36,27,2,NA,181.2,0.253,148,78,65,10,113,112,3.93,1.7,1000530,1,15
"3542",1961,"Steve Barber","BAL",23,18,12,37,34,1,NA,248.1,0.243,194,102,92,13,130,150,3.64,3.5,1000530,2,15
"3543",1962,"Steve Barber","BAL",24,9,6,28,19,0,NA,140.1,0.292,145,66,54,9,61,89,3.51,2.3,1000530,3,15
"3544",1963,"Steve Barber","BAL",25,20,13,39,36,0,NA,258.2,0.298,253,99,79,12,92,180,2.8,5.4,1000530,4,15
"3545",1964,"Steve Barber","BAL",26,9,13,36,26,1,NA,157,0.282,144,72,67,15,81,118,4.03,1.1,1000530,5,15
"3546",1965,"Steve Barber","BAL",27,15,10,37,32,0,NA,220.2,0.241,177,79,66,16,81,130,3.41,2.9,1000530,6,55
"3547",1966,"Steve Barber","BAL",28,10,5,25,22,0,NA,133.1,0.253,104,38,34,6,49,91,2.94,2.6,1000530,7,55
"3548",1967,"Steve Barber","- - -",29,10,18,32,32,0,NA,172.1,0.27,150,86,78,9,115,118,3.99,0.6,1000530,8,55
"3549",1968,"Steve Barber","NYY",30,6,5,20,19,0,NA,128.1,0.29,127,63,46,7,64,87,3.3,0.9,1000530,9,55
"3550",1969,"Steve Barber","SEA",31,4,7,25,16,0,NA,86.1,0.338,99,51,46,9,48,69,3.97,0.8,1000530,10,55
"3551",1964,"Steve Blass","PIT",22,5,8,24,13,0,NA,104.2,0.292,107,52,47,9,45,67,3.76,0.6,1001058,1,15
"3552",1966,"Steve Blass","PIT",24,11,7,34,25,0,NA,155.2,0.306,173,80,67,12,46,76,3.5,1.8,1001058,2,15
"3553",1967,"Steve Blass","PIT",25,6,8,32,16,0,NA,126.2,0.279,126,65,50,12,47,72,3.79,0.4,1001058,3,15
"3554",1968,"Steve Blass","PIT",26,18,6,33,31,0,NA,220.1,0.262,191,64,52,13,57,132,2.78,2.6,1001058,4,15
"3555",1969,"Steve Blass","PIT",27,16,10,38,32,2,NA,210,0.287,207,119,104,21,86,147,3.72,1.6,1001058,5,15
"3556",1965,"Steve Hargan","CLE",22,4,3,17,8,2,NA,60.1,0.276,55,26,23,2,28,37,3.16,0.9,1005356,1,15
"3557",1966,"Steve Hargan","CLE",23,13,10,38,21,0,NA,192,0.278,173,60,53,9,45,132,2.51,4.7,1005356,2,15
"3558",1967,"Steve Hargan","CLE",24,14,13,30,29,0,NA,223,0.253,180,79,65,9,72,141,2.81,4.2,1005356,3,15
"3559",1968,"Steve Hargan","CLE",25,8,15,32,27,0,NA,158.1,0.255,139,81,73,11,81,78,3.93,0.4,1005356,4,15
"3560",1969,"Steve Hargan","CLE",26,5,14,32,23,0,NA,143.2,0.276,145,95,91,14,81,76,4.47,0.7,1005356,5,15
"3561",1970,"Steve Kline","NYY",22,6,6,16,15,0,NA,100.1,0.268,99,42,38,8,24,49,3.42,1.6,1007005,1,15
"3562",1971,"Steve Kline","NYY",23,12,13,31,30,0,NA,222.1,0.247,206,87,73,21,37,81,3.45,2.4,1007005,2,15
"3563",1972,"Steve Kline","NYY",24,16,9,32,32,0,NA,236.1,0.239,210,79,63,11,44,58,3.2,2.3,1007005,3,15
"3564",1973,"Steve Kline","NYY",25,4,7,14,13,0,NA,74,0.269,76,39,33,5,31,19,4.23,0.4,1007005,4,15
"3565",1974,"Steve Kline","- - -",26,5,10,20,15,0,NA,97,0.252,96,56,50,12,36,23,4.98,-0.3,1007005,5,15
"3566",1969,"Steve Renko","MON",24,6,7,18,15,0,NA,103.1,0.257,94,54,46,14,50,68,4.46,0.1,1010835,1,15
"3567",1970,"Steve Renko","MON",25,13,11,41,33,1,NA,222.2,0.258,203,121,107,27,104,142,4.42,1.4,1010835,2,15
"3568",1971,"Steve Renko","MON",26,15,14,40,37,0,NA,275.2,0.257,256,128,115,24,135,129,4.15,1,1010835,3,15
"3569",1972,"Steve Renko","MON",27,1,10,30,12,0,NA,97,0.288,96,60,56,11,67,66,4.58,-0.4,1010835,4,15
"3570",1973,"Steve Renko","MON",28,15,11,36,34,1,NA,249.2,0.235,201,94,78,26,108,164,3.92,2.7,1010835,5,15
"3571",1974,"Steve Renko","MON",29,12,16,37,35,0,NA,227.2,0.283,222,115,102,17,81,138,3.4,3.4,1010835,6,55
"3572",1975,"Steve Renko","MON",30,6,12,31,25,1,NA,170.1,0.279,175,89,77,20,76,99,4.31,0.7,1010835,7,55
"3573",1976,"Steve Renko","- - -",31,8,12,33,28,0,NA,176.1,0.292,179,87,78,14,46,116,3.13,3.3,1010835,8,55
"3574",1977,"Steve Renko","- - -",32,7,2,21,16,1,NA,104.2,0.289,106,55,47,13,38,70,4.16,1.2,1010835,9,55
"3575",1978,"Steve Renko","OAK",33,6,12,27,25,0,NA,151,0.289,152,77,72,10,67,89,3.64,2,1010835,10,55
"3576",1979,"Steve Renko","BOS",34,11,9,27,27,0,NA,171,0.274,174,86,78,22,53,99,4.21,2.3,1010835,11,120
"3577",1980,"Steve Renko","BOS",35,9,9,32,23,0,NA,165.1,0.3,180,86,77,17,56,90,4.03,1.8,1010835,12,120
"3578",1981,"Steve Renko","CAL",36,8,4,22,15,1,NA,102,0.265,93,40,39,7,42,50,3.78,1,1010835,13,120
"3579",1982,"Steve Renko","CAL",37,11,6,31,23,0,NA,156,0.283,163,78,77,17,51,81,4.09,2.1,1010835,14,120
"3580",1983,"Steve Renko","KCR",38,6,11,25,17,1,NA,121.1,0.309,144,63,58,9,36,54,3.72,1.6,1010835,15,120
"3581",1973,"Steve Rogers","MON",23,10,5,17,17,0,NA,134,0.216,93,28,23,5,49,64,3.21,2.6,1011138,1,15
"3582",1974,"Steve Rogers","MON",24,15,22,38,38,0,NA,253.2,0.292,255,139,126,19,80,154,3.34,4,1011138,2,15
"3583",1975,"Steve Rogers","MON",25,11,12,35,35,0,NA,251.2,0.285,248,104,92,13,88,137,3.27,4.2,1011138,3,15
"3584",1976,"Steve Rogers","MON",26,7,17,33,32,1,NA,230,0.284,212,93,83,10,69,150,2.85,4.8,1011138,4,15
"3585",1977,"Steve Rogers","MON",27,17,16,40,40,0,NA,301.2,0.276,272,122,104,16,81,206,2.92,7,1011138,5,15
"3586",1978,"Steve Rogers","MON",28,13,10,30,29,1,NA,219,0.261,186,64,60,12,64,126,3.05,3.7,1011138,6,55
"3587",1979,"Steve Rogers","MON",29,13,12,37,37,0,NA,248.2,0.275,232,97,83,14,78,143,3.3,4.2,1011138,7,55
"3588",1980,"Steve Rogers","MON",30,16,11,37,37,0,NA,281,0.257,247,101,93,16,85,147,3.39,4,1011138,8,55
"3589",1981,"Steve Rogers","MON",31,12,8,22,22,0,NA,160.2,0.276,149,64,61,7,41,87,2.89,3,1011138,9,55
"3590",1982,"Steve Rogers","MON",32,19,8,35,35,0,NA,277,0.271,245,84,74,12,65,179,2.76,6.4,1011138,10,55
"3591",1995,"Steve Sparks","MIL",29,9,11,33,27,0,NA,202,0.288,210,111,104,17,86,96,4.6,2.4,499,1,15
"3592",1996,"Steve Sparks","MIL",30,4,7,20,13,0,NA,88.2,0.27,103,66,65,19,52,21,7.34,-0.9,499,2,15
"3593",1998,"Steve Sparks","ANA",32,9,4,22,20,0,NA,128.2,0.294,130,66,62,14,58,90,4.62,1.5,499,3,15
"3594",1999,"Steve Sparks","ANA",33,5,11,28,26,0,NA,147.2,0.286,165,101,89,21,82,73,5.84,0.5,499,4,15
"3595",2000,"Steve Sparks","DET",34,7,5,20,15,1,NA,104,0.286,108,55,47,7,29,53,3.94,2.1,499,5,15
"3596",1971,"Steve Stone","SFG",23,5,9,24,19,0,NA,110.2,0.285,110,56,51,9,55,63,3.94,0.5,1012573,1,15
"3597",1972,"Steve Stone","SFG",24,6,8,27,16,0,NA,123.2,0.24,97,48,41,11,49,85,3.42,1.3,1012573,2,15
"3598",1973,"Steve Stone","CHW",25,6,11,36,22,1,NA,176.1,0.292,163,87,83,11,82,138,3.33,3.1,1012573,3,15
"3599",1974,"Steve Stone","CHC",26,8,6,38,23,0,NA,169.2,0.288,185,92,78,19,64,90,4.18,1.1,1012573,4,15
"3600",1975,"Steve Stone","CHC",27,12,8,33,32,0,NA,214.1,0.262,198,103,94,24,80,139,3.94,2.4,1012573,5,15
"3601",1976,"Steve Stone","CHC",28,3,6,17,15,0,NA,75,0.257,70,36,34,6,21,33,3.75,0.9,1012573,6,55
"3602",1977,"Steve Stone","CHW",29,15,12,31,31,0,NA,207.1,0.297,228,115,104,25,80,124,4.34,1.7,1012573,7,55
"3603",1978,"Steve Stone","CHW",30,12,12,30,30,0,NA,212,0.263,196,110,103,19,84,118,3.87,2.2,1012573,8,55
"3604",1979,"Steve Stone","BAL",31,11,7,32,32,0,NA,186,0.245,173,91,78,31,73,96,5.06,0.3,1012573,9,55
"3605",1980,"Steve Stone","BAL",32,25,7,37,37,0,NA,250.2,0.262,224,103,90,22,101,149,3.99,2.9,1012573,10,55
"3606",1997,"Steve Woodard","MIL",22,3,3,7,7,0,NA,36.2,0.315,39,25,21,5,6,32,3.79,0.8,1285,1,15
"3607",1998,"Steve Woodard","MIL",23,10,12,34,26,0,NA,165.2,0.304,170,83,77,19,33,135,3.76,2.9,1285,2,15
"3608",1999,"Steve Woodard","MIL",24,11,8,31,29,0,NA,185,0.318,219,101,93,23,36,119,4.14,3.2,1285,3,15
"3609",2000,"Steve Woodard","- - -",25,4,10,40,22,0,NA,147.2,0.323,182,105,96,26,44,100,5.08,1.1,1285,4,15
"3610",2001,"Steve Woodard","CLE",26,3,3,29,10,0,NA,97,0.345,129,60,56,10,17,52,4,1.1,1285,5,15
"3611",1982,"Storm Davis","BAL",20,8,4,29,8,0,NA,100.2,0.285,96,40,39,8,28,67,3.25,1.8,1003080,1,15
"3612",1983,"Storm Davis","BAL",21,13,7,34,29,0,NA,200.1,0.265,180,90,80,14,64,125,3.4,3.7,1003080,2,15
"3613",1984,"Storm Davis","BAL",22,14,9,35,31,1,NA,225,0.269,205,86,78,7,71,105,3.25,4.7,1003080,3,15
"3614",1985,"Storm Davis","BAL",23,10,8,31,28,0,NA,175,0.28,172,92,88,11,70,93,3.66,3,1003080,4,15
"3615",1986,"Storm Davis","BAL",24,9,12,25,25,0,NA,154,0.302,166,70,62,16,49,96,3.83,2.6,1003080,5,15
"3616",1987,"Storm Davis","- - -",25,3,8,26,15,0,NA,93,0.302,98,61,54,8,47,65,4.17,1.1,1003080,6,55
"3617",1988,"Storm Davis","OAK",26,16,7,33,33,0,NA,201.2,0.306,211,86,83,16,91,127,3.91,2.1,1003080,7,55
"3618",1989,"Storm Davis","OAK",27,19,7,31,31,0,NA,169.1,0.304,187,91,82,19,68,91,4.4,0.5,1003080,8,55
"3619",1990,"Storm Davis","KCR",28,7,10,21,20,0,NA,112,0.306,129,66,59,9,35,62,3.68,1.4,1003080,9,55
"3620",1991,"Storm Davis","KCR",29,3,9,51,9,2,NA,114.1,0.319,140,69,63,11,46,53,4.41,0.1,1003080,10,55
"3621",1943,"Stubby Overmire","DET",24,7,6,29,18,1,NA,147,0.254,135,56,52,5,38,48,3,2.5,1009911,1,15
"3622",1944,"Stubby Overmire","DET",25,11,11,32,28,1,NA,199.2,0.285,214,84,68,2,41,57,2.74,4.4,1009911,2,15
"3623",1945,"Stubby Overmire","DET",26,9,9,31,22,4,NA,162.1,0.298,189,81,70,6,42,36,3.41,2.1,1009911,3,15
"3624",1946,"Stubby Overmire","DET",27,5,7,24,13,1,NA,97.1,0.283,106,54,50,6,29,34,3.38,1.2,1009911,4,15
"3625",1947,"Stubby Overmire","DET",28,11,5,28,17,0,NA,140.2,0.259,142,62,59,9,44,33,3.82,1.6,1009911,5,15
"3626",1880,"Stump Wiedman","BUF",19,0,9,17,13,0,NA,113.2,0.321,141,77,43,1,9,25,2.45,1,1013926,1,15
"3627",1881,"Stump Wiedman","DET",20,8,5,13,13,0,NA,115,0.264,108,48,23,1,12,26,2.66,1.2,1013926,2,15
"3628",1882,"Stump Wiedman","DET",21,25,20,46,45,0,NA,411,0.276,391,204,120,10,39,161,2.58,4.7,1013926,3,15
"3629",1883,"Stump Wiedman","DET",22,20,24,52,47,2,NA,402.1,0.31,435,265,158,8,72,183,3.14,3.8,1013926,4,15
"3630",1884,"Stump Wiedman","DET",23,4,21,26,26,0,NA,212.2,0.33,257,179,88,9,57,96,3.72,1.4,1013926,5,15
"3631",1922,"Ted Blankenship","CHW",21,8,10,24,15,1,NA,127.2,0.276,124,58,54,4,47,42,3.91,1.5,1001054,1,15
"3632",1923,"Ted Blankenship","CHW",22,9,14,44,23,0,NA,204.2,0.286,219,115,99,8,100,57,4.41,1,1001054,2,15
"3633",1924,"Ted Blankenship","CHW",23,7,6,25,11,1,NA,129.1,0.328,167,79,72,1,38,36,3.49,1.9,1001054,3,15
"3634",1925,"Ted Blankenship","CHW",24,17,8,40,23,1,NA,232,0.261,218,90,78,11,69,81,3.92,3.1,1001054,4,15
"3635",1926,"Ted Blankenship","CHW",25,13,10,29,26,1,NA,209.1,0.275,217,96,84,13,65,66,4.04,1.9,1001054,5,15
"3636",1985,"Teddy Higuera","MIL",26,15,8,32,30,0,NA,212.1,0.249,186,106,92,22,63,127,3.77,3,1005799,1,15
"3637",1986,"Teddy Higuera","MIL",27,20,11,34,34,0,NA,248.1,0.277,226,84,77,26,74,207,3.4,5.1,1005799,2,15
"3638",1987,"Teddy Higuera","MIL",28,18,10,35,35,0,NA,261.2,0.29,236,120,112,24,87,240,3.25,6.7,1005799,3,15
"3639",1988,"Teddy Higuera","MIL",29,16,9,31,31,0,NA,227.1,0.246,168,66,62,15,59,192,2.8,5.9,1005799,4,15
"3640",1989,"Teddy Higuera","MIL",30,9,6,22,22,0,NA,135.1,0.28,125,56,52,9,48,91,3.44,2.2,1005799,5,15
"3641",1932,"Tex Carleton","STL",25,10,13,44,22,0,NA,196.1,0.288,198,94,89,12,70,113,3.78,2.7,1001953,1,15
"3642",1933,"Tex Carleton","STL",26,17,11,44,33,3,NA,277,0.274,263,117,104,15,97,147,3.53,3.5,1001953,2,15
"3643",1934,"Tex Carleton","STL",27,16,11,40,31,2,NA,240.2,0.289,260,126,114,14,52,103,3.76,3.7,1001953,3,15
"3644",1935,"Tex Carleton","CHC",28,11,8,31,22,1,NA,171,0.266,169,82,74,17,60,84,4.47,0.9,1001953,4,15
"3645",1936,"Tex Carleton","CHC",29,14,10,35,26,1,NA,197.1,0.282,204,85,80,14,67,88,4.4,1.7,1001953,5,15
"3646",1941,"Tex Hughson","BOS",25,5,3,12,8,0,NA,61,0.303,70,30,28,3,13,22,3.27,1.3,1006169,1,15
"3647",1942,"Tex Hughson","BOS",26,22,6,38,30,4,NA,281,0.261,258,92,81,10,75,113,2.89,5.5,1006169,2,15
"3648",1943,"Tex Hughson","BOS",27,12,15,35,32,2,NA,266,0.252,242,87,78,23,73,114,3.52,2.5,1006169,3,15
"3649",1944,"Tex Hughson","BOS",28,18,5,28,23,5,NA,203.1,0.256,172,57,51,4,41,112,2.33,5.3,1006169,4,15
"3650",1946,"Tex Hughson","BOS",30,20,11,39,35,3,NA,278,0.267,252,89,85,15,51,172,2.42,7.2,1006169,5,15
"3651",1999,"Tim Hudson","OAK",23,11,2,21,21,0,NA,136.1,0.302,121,56,49,8,62,132,3.41,3.8,921,1,15
"3652",2000,"Tim Hudson","OAK",24,20,6,32,32,0,NA,202.1,0.257,169,100,93,24,82,169,4.33,3.5,921,2,15
"3653",2001,"Tim Hudson","OAK",25,18,9,35,35,0,NA,235,0.279,216,100,88,20,71,181,3.6,5.1,921,3,15
"3654",2002,"Tim Hudson","OAK",26,15,9,34,34,0,0,238.1,0.294,237,87,79,19,62,152,3.6,4.7,921,4,15
"3655",2003,"Tim Hudson","OAK",27,16,7,34,34,0,0,240,0.253,197,84,72,15,61,162,3.38,5.8,921,5,15
"3656",2004,"Tim Hudson","OAK",28,12,6,27,27,0,0,188.2,0.297,194,82,74,8,44,103,3.4,4.6,921,6,55
"3657",2005,"Tim Hudson","ATL",29,14,9,29,29,0,0,192,0.286,194,79,75,20,65,115,4.33,1.8,921,7,55
"3658",2006,"Tim Hudson","ATL",30,13,12,35,35,0,0,218.1,0.298,235,129,118,25,79,141,4.55,2.5,921,8,55
"3659",2007,"Tim Hudson","ATL",31,16,10,34,34,0,0,224.1,0.292,221,87,83,10,53,132,3.46,4.9,921,9,55
"3660",2008,"Tim Hudson","ATL",32,11,7,23,22,0,0,142,0.262,125,53,50,11,40,85,3.83,1.9,921,10,55
"3661",2009,"Tim Hudson","ATL",33,2,1,7,7,0,0,42.1,0.338,49,17,17,4,13,30,3.83,0.6,921,11,120
"3662",2010,"Tim Hudson","ATL",34,17,9,34,34,0,0,228.2,0.249,189,74,72,20,74,139,4.09,1.8,921,12,120
"3663",2011,"Tim Hudson","ATL",35,16,10,33,33,0,0,215,0.273,189,86,77,14,56,158,3.39,2.9,921,13,120
"3664",2012,"Tim Hudson","ATL",36,16,7,28,28,0,0,179,0.27,168,77,72,12,48,102,3.78,1.6,921,14,120
"3665",2013,"Tim Hudson","ATL",37,8,7,21,21,0,0,131.1,0.281,120,60,58,10,36,95,3.46,1.7,921,15,120
"3666",1880,"Tim Keefe","TRO",23,6,6,12,12,0,NA,105,0.219,71,27,10,0,17,43,2.2,1.4,1006743,1,15
"3667",1881,"Tim Keefe","TRO",24,18,27,45,45,0,NA,402,0.298,442,243,145,4,81,103,2.91,4.1,1006743,2,15
"3668",1882,"Tim Keefe","TRO",25,17,26,43,42,0,NA,375,0.279,368,221,104,4,81,116,2.93,2.8,1006743,3,15
"3669",1883,"Tim Keefe","NYM",26,41,27,68,68,0,NA,619,0.257,486,244,166,6,98,361,2.69,10.8,1006743,4,15
"3670",1884,"Tim Keefe","NYM",27,37,17,58,58,0,NA,483,0.264,380,195,121,11,71,334,2.62,6.7,1006743,5,15
"3671",1885,"Tim Keefe","NYG",28,32,13,46,46,0,NA,400,0.246,300,154,70,6,102,227,2.71,5.1,1006743,6,55
"3672",1886,"Tim Keefe","NYG",29,42,20,64,64,0,NA,535,0.279,479,250,152,9,102,297,2.78,7.2,1006743,7,55
"3673",1887,"Tim Keefe","NYG",30,35,19,56,56,0,NA,476.2,0.265,428,260,165,11,108,189,3.46,6.8,1006743,8,55
"3674",1888,"Tim Keefe","NYG",31,35,12,51,51,0,NA,434.1,0.26,317,140,84,5,90,335,1.89,8.5,1006743,9,55
"3675",1889,"Tim Keefe","NYG",32,28,13,47,45,1,NA,364,0.279,319,212,134,9,151,225,3.41,5.2,1006743,10,55
"3676",2007,"Tim Lincecum","SFG",23,7,5,24,24,0,0,146.1,0.283,122,70,65,12,65,150,3.63,3,5705,1,15
"3677",2008,"Tim Lincecum","SFG",24,18,5,34,33,0,0,227,0.304,182,72,66,11,84,265,2.62,7.1,5705,2,15
"3678",2009,"Tim Lincecum","SFG",25,15,7,32,32,0,0,225.1,0.282,168,69,62,10,68,261,2.34,7.6,5705,3,15
"3679",2010,"Tim Lincecum","SFG",26,16,10,33,33,0,0,212.1,0.31,194,84,81,18,76,231,3.15,4.3,5705,4,15
"3680",2011,"Tim Lincecum","SFG",27,13,14,33,33,0,0,217,0.281,176,74,66,15,86,220,3.17,3.5,5705,5,15
"3681",2012,"Tim Lincecum","SFG",28,10,15,33,33,0,0,186,0.309,183,111,107,23,90,190,4.18,0.9,5705,6,55
"3682",2013,"Tim Lincecum","SFG",29,10,14,32,32,0,0,197.2,0.3,184,102,96,21,76,193,3.74,1.4,5705,7,55
"3683",2014,"Tim Lincecum","SFG",30,12,9,33,26,1,0,155.2,0.299,154,86,82,19,63,134,4.31,0,5705,8,55
"3684",2015,"Tim Lincecum","SFG",31,7,4,15,15,0,0,76.1,0.3,75,37,35,7,38,60,4.29,0.3,5705,9,55
"3685",2016,"Tim Lincecum","LAA",32,2,6,9,9,0,0,38.1,0.432,68,41,39,11,23,32,7.16,-0.7,5705,10,55
"3686",2001,"Tim Redding","HOU",23,3,1,13,9,0,NA,55.2,0.327,62,38,34,11,24,55,5.1,0.2,573,1,15
"3687",2002,"Tim Redding","HOU",24,3,6,18,14,0,0,73.1,0.313,78,49,44,10,35,63,4.45,0.7,573,2,15
"3688",2003,"Tim Redding","HOU",25,10,14,33,32,0,0,176,0.288,179,85,72,16,65,116,4.12,2.7,573,3,15
"3689",2004,"Tim Redding","HOU",26,5,7,27,17,0,0,100.2,0.318,125,73,64,15,43,56,5.3,0.2,573,4,15
"3690",2005,"Tim Redding","- - -",27,0,6,10,7,0,0,30.2,0.339,44,41,36,7,17,19,6.61,-0.5,573,5,15
"3691",1992,"Tim Wakefield","PIT",25,8,1,13,13,0,NA,92,0.258,76,26,22,3,35,51,3.27,1.3,219,1,15
"3692",1993,"Tim Wakefield","PIT",26,6,11,24,20,0,NA,128.1,0.299,145,83,80,14,75,59,5.45,-0.5,219,2,15
"3693",1995,"Tim Wakefield","BOS",28,16,8,27,27,0,NA,195.1,0.241,163,76,64,22,68,119,4.53,2.6,219,3,15
"3694",1996,"Tim Wakefield","BOS",29,14,13,32,32,0,NA,211.2,0.293,238,151,121,38,90,140,5.63,1,219,4,15
"3695",1997,"Tim Wakefield","BOS",30,12,15,35,29,0,NA,201.1,0.287,193,109,95,24,87,151,4.69,1.8,219,5,15
"3696",1998,"Tim Wakefield","BOS",31,17,8,36,33,0,NA,216,0.27,211,123,110,30,79,146,4.88,1.6,219,6,55
"3697",1999,"Tim Wakefield","BOS",32,6,11,49,17,15,NA,140,0.292,146,93,79,19,72,104,5.06,0.7,219,7,55
"3698",2000,"Tim Wakefield","BOS",33,6,10,51,17,0,NA,159.1,0.276,170,107,97,31,65,102,5.68,-0.3,219,8,55
"3699",2001,"Tim Wakefield","BOS",34,9,12,45,17,3,NA,168.2,0.298,156,84,73,13,73,148,3.91,2.2,219,9,55
"3700",2002,"Tim Wakefield","BOS",35,11,5,45,15,3,2,163.1,0.237,121,57,51,15,51,134,3.62,2.7,219,10,55
"3701",2003,"Tim Wakefield","BOS",36,11,7,35,33,1,0,202.1,0.285,193,106,92,23,71,169,4.07,3.6,219,11,120
"3702",2004,"Tim Wakefield","BOS",37,12,10,32,30,0,0,188.1,0.277,197,121,102,29,63,116,5.08,1.4,219,12,120
"3703",2005,"Tim Wakefield","BOS",38,16,12,33,33,0,0,225.1,0.258,210,113,104,35,68,151,4.75,1.8,219,13,120
"3704",2006,"Tim Wakefield","BOS",39,7,11,23,23,0,0,140,0.264,135,80,72,19,51,90,4.93,1.2,219,14,120
"3705",2007,"Tim Wakefield","BOS",40,17,12,31,31,0,0,189,0.282,191,104,100,22,64,110,4.67,1.9,219,15,120
"3706",1940,"Tiny Bonham","NYY",26,9,3,12,12,0,NA,99.1,0.238,83,24,21,4,13,37,3.01,2.4,1001166,1,15
"3707",1941,"Tiny Bonham","NYY",27,9,6,23,14,2,NA,126.2,0.246,118,44,42,12,31,43,3.97,1,1001166,2,15
"3708",1942,"Tiny Bonham","NYY",28,21,5,28,27,0,NA,226,0.246,199,65,57,11,24,71,2.75,4.5,1001166,3,15
"3709",1943,"Tiny Bonham","NYY",29,15,8,28,26,1,NA,225.2,0.241,197,63,57,13,52,71,3.23,2.8,1001166,4,15
"3710",1944,"Tiny Bonham","NYY",30,12,9,26,25,0,NA,213.2,0.275,228,84,71,14,41,54,3.46,2.3,1001166,5,15
"3711",1945,"Tiny Bonham","NYY",31,8,11,23,23,0,NA,180.2,0.265,186,72,66,11,22,42,3.25,2.5,1001166,6,55
"3712",1946,"Tiny Bonham","NYY",32,5,8,18,14,3,NA,104.2,0.245,97,47,43,6,23,30,3.22,1.5,1001166,7,55
"3713",1947,"Tiny Bonham","PIT",33,11,8,33,18,3,NA,149.2,0.286,167,67,64,17,35,63,3.87,2,1001166,8,55
"3714",1948,"Tiny Bonham","PIT",34,6,10,22,20,0,NA,135.2,0.27,145,71,65,18,23,42,4.34,1.4,1001166,9,55
"3715",1949,"Tiny Bonham","PIT",35,7,4,18,14,0,NA,89,0.236,81,43,42,11,23,25,4.33,0.9,1001166,10,55
"3716",1885,"Toad Ramsey","LOU",20,3,6,9,9,0,NA,79,0.235,44,38,17,1,28,83,2.01,1.7,1010688,1,15
"3717",1886,"Toad Ramsey","LOU",21,38,27,67,67,0,NA,588.2,0.277,447,297,160,3,207,499,2.53,10.9,1010688,2,15
"3718",1887,"Toad Ramsey","LOU",22,37,27,65,64,0,NA,561,0.304,544,358,214,9,167,355,3.11,10.9,1010688,3,15
"3719",1888,"Toad Ramsey","LOU",23,8,30,40,40,0,NA,342.1,0.323,362,278,130,10,86,228,2.46,5,1010688,4,15
"3720",1889,"Toad Ramsey","- - -",24,4,17,23,21,0,NA,181,0.337,219,181,105,7,81,93,3.9,1.6,1010688,5,15
"3721",1988,"Todd Stottlemyre","TOR",23,4,8,28,16,0,NA,98,0.302,109,72,62,15,46,67,4.92,-0.2,75,1,15
