Season,Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
2011,A.J. Cole,WSN,LEVEL,19,4,7,4.04494382,20,18,0,0,0,1,,89,377,87,47,40,6,24,0,2,7,0,108,11467
2011,Zach Lee,LAD,LEVEL,19,9,6,3.467889908,24,24,0,0,0,0,,109,468,101,51,42,9,32,0,7,8,0,91,11468
2011,Dallas Beeler,CHC,LEVEL,22,1,1,1.66153968,12,11,0,0,0,0,,43.1,169,35,13,8,1,6,0,2,0,0,35,11471
2012,Bryan Mitchell,NYY,LEVEL,21,9,11,4.575,27,26,0,0,0,0,,120,530,107,74,61,7,72,0,8,18,1,121,11479
2016,Bryan Mitchell,NYY,LEVEL,25,0,0,9,1,1,0,0,0,0,,3,12,3,3,3,2,0,0,0,0,0,2,11479
2011,Robbie Ray,WSN,LEVEL,19,2,3,3.134831461,20,20,0,0,0,0,,89,375,71,36,31,3,38,0,12,8,0,95,11486
2013,Joely Rodriguez,PIT,LEVEL,21,5,5,2.724769307,14,14,0,0,0,0,,72.2,308,79,36,22,4,20,0,4,6,0,57,11487
2012,Aaron Sanchez,TOR,LEVEL,19,8,5,2.490775889,25,18,0,0,0,0,,90.1,377,64,33,25,3,51,0,7,6,2,97,11490
2009,John Smoltz,BOS,LEVEL,42,0,0,1.125,2,2,0,0,0,0,,8,29,5,1,1,0,0,0,0,1,0,8,115
2008,John Smoltz,ATL,LEVEL,41,0,0,0,2,1,0,0,0,0,,3,11,1,0,0,0,0,0,0,0,0,4,115
2011,Parker Bridwell,BAL,LEVEL,19,0,3,7.061527479,5,5,0,0,0,0,,21.2,101,23,18,17,0,13,0,1,3,0,13,11502
2012,Parker Bridwell,BAL,LEVEL,20,5,9,5.982524721,23,22,1,0,0,0,,114.1,521,122,82,76,15,63,0,15,15,1,71,11502
2013,Parker Bridwell,BAL,LEVEL,21,8,9,4.73129711,26,26,0,0,0,0,,142.2,631,141,86,75,9,59,0,9,8,0,144,11502
2011,Jeff Ferrell,DET,LEVEL,20,2,1,3.494121803,6,6,0,0,0,0,,28.1,119,28,13,11,3,12,0,1,3,0,24,11506
2012,Jeff Ferrell,DET,LEVEL,21,7,5,3.913043478,23,16,0,0,1,0,,92,377,76,44,40,9,29,0,3,6,0,81,11506
2012,Jose Fernandez,MIA,LEVEL,19,7,0,1.594936709,14,14,0,0,0,0,,79,295,51,16,14,2,18,0,2,1,3,99,11530
2012,Dayan Diaz,HOU,LEVEL,23,5,4,1.85142958,41,0,0,0,19,3,,58.1,240,40,14,12,1,30,0,2,3,0,64,11543
2011,Lendy Castillo,PHI,LEVEL,22,4,2,2.543478261,21,2,0,0,0,1,,46,194,37,16,13,1,16,0,5,2,0,46,11562
2013,Lendy Castillo,CHC,LEVEL,24,2,5,6.575133173,19,5,0,0,0,2,,64.1,302,78,52,47,7,32,0,3,12,1,55,11562
2014,Tommy Hunter,BAL,LEVEL,27,0,0,0,1,0,0,0,0,0,,1,3,0,0,0,0,0,0,1,0,0,2,1157
2012,Jose Dominguez,LAD,LEVEL,21,4,3,5.25,33,5,0,0,4,1,,72,343,77,51,42,4,47,0,5,5,3,78,11571
2014,Conor Mullee,NYY,LEVEL,26,1,0,0.539998908,7,0,0,0,0,0,,16.2,61,8,3,1,1,5,0,0,2,0,9,11580
2012,Jose Urena,MIA,LEVEL,20,9,6,3.383140864,27,22,1,0,2,1,,138.1,572,143,67,52,13,29,0,1,7,2,101,11589
2013,Williams Perez,ATL,LEVEL,22,5,4,4.242857143,14,13,1,0,0,0,,70,292,73,34,33,5,18,0,3,3,0,59,11592
2016,Williams Perez,ATL,LEVEL,25,0,1,18,1,1,0,0,0,0,,3,20,7,6,6,0,2,0,2,1,0,2,11592
2014,Dovydas Neverauskas,PIT,LEVEL,21,6,12,5.603758489,27,26,1,0,0,0,,123.2,565,151,86,77,12,55,0,8,16,0,88,11604
2015,Dovydas Neverauskas,PIT,LEVEL,22,1,2,3.648651,18,5,0,0,2,1,,49.1,208,39,24,20,3,19,0,1,7,1,37,11604
2011,Mike Kickham,SFG,LEVEL,22,5,10,4.110435498,21,21,0,0,0,0,,111.2,476,112,58,51,9,37,0,3,8,1,103,11618
2012,Mayckol Guaipe,SEA,LEVEL,21,5,0,3.394287564,11,11,0,0,0,0,,58.1,251,60,31,22,4,15,0,7,2,0,34,11663
2011,Jameson Taillon,PIT,LEVEL,19,2,3,3.982012859,23,23,0,0,0,0,,92.2,394,89,45,41,9,22,0,9,3,0,97,11674
2012,Vicente Campos,NYY,LEVEL,19,3,0,4.013508031,5,5,0,0,0,0,,24.2,104,20,12,11,2,8,0,1,2,0,26,11681
2013,Vicente Campos,NYY,LEVEL,20,4,2,3.413793103,26,19,0,0,2,0,,87,357,82,37,33,5,16,0,3,4,1,77,11681
2019,Carlos Martinez,STL,LEVEL,27,0,0,0,1,0,0,0,0,0,,1,3,0,0,0,0,0,0,0,0,0,0,11682
2011,Carlos Martinez,STL,LEVEL,19,3,2,2.327584293,8,8,0,0,0,0,,38.2,156,27,10,10,1,14,0,4,3,0,50,11682
2013,Josh Lucas,STL,LEVEL,22,0,4,6.532247414,4,4,0,0,0,0,,20.2,101,37,22,15,2,5,0,2,1,0,8,11686
2014,Josh Lucas,STL,LEVEL,23,1,1,6.230766945,8,0,0,0,2,2,,8.2,44,14,7,6,0,0,0,3,1,0,13,11686
2013,Tayron Guerrero,SDP,LEVEL,22,0,1,7.363629501,4,0,0,0,0,1,,3.2,26,8,8,3,0,8,0,1,3,0,4,11691
2014,Tayron Guerrero,SDP,LEVEL,23,6,1,1,25,0,0,0,1,2,,36,142,22,7,4,2,12,0,0,1,1,42,11691
2012,Nick Kingham,PIT,LEVEL,20,6,8,4.393700787,27,27,0,0,0,0,,127,527,115,70,62,15,36,0,9,5,0,117,11694
2011,Erik Goeddel,NYM,LEVEL,22,3,5,3.39069599,15,13,0,0,0,0,,71.2,292,58,29,27,5,24,2,1,5,0,67,11712
2011,Nick Tepesch,TEX,LEVEL,22,7,5,4.033744877,29,23,2,0,0,0,,138.1,583,147,70,62,14,33,0,13,1,0,118,11716
2011,Justin Grimm,TEX,LEVEL,22,2,1,3.397353139,9,9,0,0,0,0,,50.1,209,45,23,19,5,18,0,3,4,1,54,11720
2015,Carlos Ramirez,TOR,LEVEL,24,2,1,4.731963415,28,0,0,0,8,1,,32.1,143,38,18,17,2,14,0,0,3,1,30,11743
2011,Luke Jackson,TEX,LEVEL,19,5,6,5.64,19,19,0,0,0,0,,75,358,83,57,47,9,48,0,4,12,1,78,11752
2012,Luke Jackson,TEX,LEVEL,20,5,5,4.921875,13,13,1,0,0,0,,64,284,63,37,35,4,33,0,5,5,1,72,11752
2011,Kyle Ryan,DET,LEVEL,19,6,10,3.153284672,24,24,0,0,0,0,,137,562,145,56,48,3,30,1,9,5,1,99,11753
2012,Kyle Ryan,DET,LEVEL,20,7,8,3.743689438,28,28,1,0,0,0,,158.2,669,176,85,66,11,29,0,6,6,1,105,11753
2011,Justin Nicolino,TOR,LEVEL,19,1,1,3.115383473,3,3,0,0,0,0,,8.2,39,11,3,3,0,2,0,0,0,0,9,11754
2012,Justin Nicolino,TOR,LEVEL,20,10,4,2.4611326,28,22,0,0,0,1,,124.1,495,112,41,34,6,21,1,5,4,1,119,11754
2018,Drew Smyly,CHC,LEVEL,29,0,0,0,1,1,0,0,0,0,,1,3,0,0,0,0,0,0,0,0,0,3,11760
2011,Noah Syndergaard,TOR,LEVEL,18,0,0,3,2,2,0,0,0,0,,9,36,8,4,3,0,2,0,0,0,0,9,11762
2012,Noah Syndergaard,TOR,LEVEL,19,8,5,2.604493238,27,19,0,0,1,0,,103.2,420,81,41,30,3,31,0,3,1,0,122,11762
2012,Myles Jaye,CHW,LEVEL,20,4,7,6.037974684,17,17,0,0,0,0,,79,370,102,60,53,6,39,0,6,13,2,65,11769
2013,Myles Jaye,CHW,LEVEL,21,4,1,2.195121951,7,7,0,0,0,0,,41,171,36,17,10,2,17,0,2,1,1,37,11769
2011,Angel Sanchez,LAD,LEVEL,21,8,4,2.818181818,20,16,0,0,0,0,,99,415,72,40,31,5,39,1,4,10,1,84,11776
2013,Angel Sanchez,LAD,LEVEL,23,2,7,4.875,14,14,0,0,0,0,,72,329,80,50,39,6,28,0,2,7,1,70,11776
2011,Andrew Werner,SDP,LEVEL,24,2,6,3.441176471,12,12,0,0,0,0,,68,280,70,30,26,4,13,0,1,7,1,52,11783
2011,Hector Neris,PHI,LEVEL,22,2,1,3.857142857,19,0,0,0,0,0,,35,151,34,21,15,6,9,0,1,3,1,43,11804
2006,Steve Delabar,SDP,LEVEL,22,8,9,3.413793103,27,27,1,0,0,0,,145,613,129,66,55,8,65,0,7,12,1,118,11827
2007,Steve Delabar,SDP,LEVEL,23,2,5,5.955882353,21,12,0,0,0,0,,68,318,63,49,45,8,46,0,13,6,0,48,11827
2008,Steve Delabar,SDP,LEVEL,24,2,1,5.268279693,11,0,0,0,0,1,,13.2,59,17,8,8,0,5,1,1,0,0,12,11827
2011,James Paxton,SEA,LEVEL,22,3,3,2.732142857,10,10,0,0,0,0,,56,235,45,21,17,1,30,0,1,6,0,80,11828
2011,Taijuan Walker,SEA,LEVEL,18,6,5,2.886205834,18,18,1,0,0,0,,96.2,384,69,33,31,4,39,0,3,6,2,113,11836
2011,Chris Martin,BOS,LEVEL,25,4,0,2.172413793,7,1,0,0,0,1,,29,109,16,7,7,1,6,0,3,0,0,28,11847
2011,Yordano Ventura,KCR,LEVEL,20,4,6,4.268776506,19,19,0,0,0,0,,84.1,351,82,43,40,8,24,0,5,13,1,88,11855
2011,Jason Adam,KCR,LEVEL,19,6,9,4.226850558,21,21,0,0,0,0,,104.1,435,94,60,49,9,25,0,6,3,1,76,11861
2011,Brett Bochy,SFG,LEVEL,23,1,0,1.384615385,35,0,0,0,10,1,,39,147,22,6,6,1,8,0,1,2,0,53,11867
2017,Enderson Franco,ATL,LEVEL,24,0,0,3.176468806,2,0,0,0,0,0,,5.2,25,7,3,2,0,2,0,0,0,0,5,11896
2015,Enderson Franco,MIA,LEVEL,22,1,6,7.288347823,12,12,0,0,0,0,,54.1,259,74,50,44,6,25,0,2,8,4,37,11896
2015,Enderson Franco,TBR,LEVEL,22,5,6,3.893021322,13,13,0,0,0,0,,71.2,303,82,38,31,4,8,0,1,3,0,47,11896
2014,Michael Feliz,HOU,LEVEL,21,8,6,4.032454447,25,19,0,0,0,0,,102.2,441,104,53,46,6,37,0,5,7,0,111,11903
2017,Michael Feliz,HOU,LEVEL,24,0,0,0,1,1,0,0,0,0,,1,3,0,0,0,0,0,0,0,0,0,2,11903
2012,David Rollins,HOU,LEVEL,22,1,3,3.483870968,6,6,0,0,0,0,,31,125,27,14,12,5,9,0,2,2,0,25,11928
2012,David Rollins,TOR,LEVEL,22,6,1,2.781114605,18,18,0,0,0,0,,77.2,323,64,29,24,2,36,0,2,3,0,75,11928
2013,Taylor Cole,TOR,LEVEL,23,7,11,4.022727273,26,26,0,0,0,0,,132,596,141,75,59,5,59,0,12,17,1,101,11964
2013,Nick Martini,STL,LEVEL,23,0,0,0,1,0,0,0,0,0,,1,4,1,0,0,0,0,0,0,0,0,0,12005
2012,Scott Snodgress,CHW,LEVEL,22,3,3,3.636363636,19,19,0,0,0,0,,99,431,86,49,40,4,49,0,7,6,0,84,12020
2011,Brian Flynn,DET,LEVEL,21,7,2,3.458126259,13,13,0,0,0,0,,67.2,280,58,28,26,3,23,0,4,2,0,57,12027
2011,Scott McGough,LAD,LEVEL,21,0,4,2.213118422,20,0,0,0,8,1,,20.1,82,18,6,5,1,6,1,1,2,1,25,12056
2014,Felipe Vazquez,WSN,LEVEL,22,0,0,0,1,1,0,0,0,0,,4,15,3,1,0,0,0,0,0,0,0,6,12076
2012,Felipe Vazquez,TBR,LEVEL,20,8,8,3.41471592,27,21,0,0,0,0,,113.1,476,115,56,43,5,29,1,6,7,2,98,12076
2012,Yimi Garcia,LAD,LEVEL,21,4,4,3.023997693,40,0,0,0,14,6,,41.2,187,42,19,14,0,17,3,1,4,1,60,12095
2012,Parker Markel,TBR,LEVEL,21,11,5,3.525,24,24,0,0,0,0,,120,512,117,55,47,6,34,0,6,9,5,96,12106
2013,Kendry Flores,SFG,LEVEL,21,10,6,2.731758135,22,22,1,0,0,0,,141.2,551,113,47,43,11,17,2,4,4,0,137,12118
2012,Jason Garcia,BOS,LEVEL,19,6,6,6.164757692,28,22,0,0,2,2,,115.1,534,135,85,79,8,67,0,8,13,3,95,12143
2013,Jason Garcia,BOS,LEVEL,20,2,2,4.211012859,9,1,0,0,1,1,,36.1,158,33,20,17,3,16,0,3,3,1,36,12143
2014,Jason Garcia,BOS,LEVEL,21,2,1,3.785043355,9,3,0,0,3,0,,35.2,151,31,16,15,0,17,0,2,3,0,37,12143
2012,Matt Stites,SDP,LEVEL,22,2,0,0.739725544,42,0,0,0,13,3,,48.2,175,25,7,4,4,3,0,1,2,1,60,12165
2012,David Goforth,MIL,LEVEL,23,10,8,4.659281497,28,28,0,0,0,0,,150.2,651,154,91,78,16,63,0,9,11,8,93,12166
2012,Domingo Tapia,NYM,LEVEL,20,6,5,3.975447935,20,19,0,0,0,0,,108.2,452,92,55,48,2,32,0,8,5,1,101,12178
2011,Cody Martin,ATL,LEVEL,21,1,0,1.479454104,14,0,0,0,6,0,,24.1,92,18,7,4,2,4,1,1,1,0,35,12182
2011,Cody Allen,CLE,LEVEL,22,2,0,0,7,0,0,0,0,0,,17,66,10,0,0,0,5,0,0,2,0,28,12183
2014,Akeel Morris,NYM,LEVEL,21,4,1,0.631578947,41,0,0,0,16,1,,57,211,19,5,4,1,22,0,1,5,1,89,12185
2012,Keith Hessler,ARI,LEVEL,23,2,5,3.2,39,7,0,0,1,1,,90,387,86,40,32,3,44,0,5,9,1,75,12220
2012,Cody Hall,SFG,LEVEL,24,3,0,1.60169621,36,0,0,0,20,1,,39.1,164,36,7,7,0,12,2,5,1,0,54,12232
2011,Seth Maness,STL,LEVEL,22,1,0,1.8,2,0,0,0,0,0,,5,18,4,1,1,0,0,0,0,0,0,3,12235
2017,Dan Winkler,ATL,LEVEL,27,0,0,9,1,0,0,0,0,0,,1,6,2,1,1,0,1,0,0,0,0,0,12237
2012,Dan Winkler,COL,LEVEL,22,11,10,4.458726051,25,25,0,0,0,0,,145.1,644,152,80,72,16,47,0,22,4,1,136,12237
2012,Nefi Ogando,BOS,LEVEL,23,4,4,3.703541573,38,0,0,0,2,7,,75.1,331,72,34,31,3,34,1,5,7,1,54,12253
2012,Colton Murray,PHI,LEVEL,22,1,3,4.300881326,25,0,0,0,4,1,,37.2,174,45,23,18,3,16,0,4,6,1,34,12264
2012,Aaron Brooks,KCR,LEVEL,22,9,12,4.978296986,27,27,1,0,0,0,,153.2,670,191,99,85,18,26,0,4,9,0,120,12272
2013,Leonel Campos,SDP,LEVEL,25,2,1,2.229359749,28,0,0,0,5,1,,36.1,150,19,9,9,2,22,0,1,7,0,63,12277
2007,Tanyon Sturtze,ATL,LEVEL,36,0,1,5.4,4,4,0,0,0,0,,5,23,7,3,3,0,1,0,0,0,0,1,1230
2011,Chris Bassitt,CHW,LEVEL,22,3,1,1.824321832,16,0,0,0,1,2,,24.2,98,18,6,5,1,6,0,2,4,0,29,12304
2012,Justin Hancock,SDP,LEVEL,21,0,4,6.950488487,13,2,0,0,0,1,,33.2,166,44,31,26,3,20,1,1,1,0,23,12316
2013,Justin Hancock,SDP,LEVEL,22,5,1,1.72906313,12,12,0,0,0,0,,67.2,270,54,20,13,0,20,0,2,3,0,44,12316
2012,Colin Rea,SDP,LEVEL,21,5,10,4.106796117,31,19,0,0,0,2,,103,460,106,61,47,9,47,0,8,8,0,80,12317
2013,Colin Rea,SDP,LEVEL,22,2,1,2.093023256,16,3,0,0,0,0,,43,182,34,11,10,1,22,3,1,4,1,38,12317
2011,Gus Schlosser,ATL,LEVEL,22,2,0,1.820222652,19,0,0,0,8,1,,29.2,114,22,6,6,0,4,1,1,4,0,34,12321
2012,Jacob Barnes,MIL,LEVEL,22,4,7,3.843414909,25,7,0,0,3,2,,93.2,399,87,46,40,10,46,0,2,2,5,83,12323
2006,Paul Wilson,CIN,LEVEL,33,0,1,5.142857143,1,1,0,0,0,0,,7,32,10,6,4,1,0,0,0,0,0,4,1234
2011,Kevin Quackenbush,SDP,LEVEL,22,1,1,0.843751333,18,0,0,0,9,0,,21.1,82,12,2,2,0,6,0,0,0,0,38,12360
2012,John Cornely,ATL,LEVEL,23,1,3,3.506495678,39,0,0,0,7,1,,51.1,236,46,20,20,5,36,0,0,5,0,81,12364
2012,Nick Tropeano,HOU,LEVEL,21,6,4,2.782443882,15,14,0,0,0,0,,87.1,357,77,29,27,3,26,0,2,2,0,97,12385
2010,Doug Davis,MIL,LEVEL,34,1,0,1.285714286,1,1,0,0,0,0,,7,29,6,1,1,0,3,0,1,0,0,4,1244
2013,Seth Lugo,NYM,LEVEL,23,2,2,2.53125,5,5,0,0,0,0,,32,121,22,9,9,2,6,0,1,0,0,39,12447
2012,Chasen Bradford,NYM,LEVEL,22,4,5,2.470588235,37,0,0,0,3,2,,51,209,43,21,14,3,14,1,0,3,0,41,12452
2007,Matt Bush,SDP,LEVEL,21,0,0,0,1,0,0,0,0,0,,0.1,1,0,0,0,0,0,0,0,0,0,0,1246
2006,Adam Ottavino,STL,LEVEL,20,2,3,3.436360657,8,8,0,0,0,0,,36.2,157,28,21,14,3,19,0,4,3,0,38,1247
2011,Drew Rucinski,CLE,LEVEL,22,1,0,0,2,0,0,0,0,0,,3.1,15,1,0,0,0,3,0,1,0,0,7,12499
2012,Taylor Hill,WSN,LEVEL,23,10,6,4.9222652,24,20,0,0,0,1,,124.1,550,144,80,68,12,31,0,6,4,1,60,12515
2012,Erik Johnson,CHW,LEVEL,22,2,2,2.302325581,9,9,0,0,0,0,,43,187,39,15,11,3,19,0,2,1,0,39,12520
2012,Drew Gagnon,MIL,LEVEL,22,6,1,2.830643942,14,14,0,0,0,0,,82.2,331,67,26,26,6,19,0,3,6,0,65,12545
2017,Tony Cingrani,CIN,LEVEL,27,0,0,0,1,1,0,0,0,0,,1,4,0,0,0,0,1,0,0,1,0,0,12555
2012,Jack Leathersich,NYM,LEVEL,21,0,1,0.75,12,0,0,0,1,0,,24,93,10,4,2,0,8,0,5,0,0,37,12562
2011,Blake Treinen,OAK,LEVEL,23,1,1,3.666666667,18,0,0,0,2,0,,27,110,20,13,11,1,7,0,1,2,0,29,12572
2012,DJ Johnson,ARI,LEVEL,22,2,4,3.075953303,21,0,0,0,4,3,,26.1,112,25,12,9,1,7,2,1,8,0,32,12578
2011,Mike Wright,BAL,LEVEL,21,1,1,10.53655939,4,1,0,0,0,1,,13.2,67,21,16,16,3,4,0,2,3,0,12,12586
2012,Nate Karns,WSN,LEVEL,24,3,0,2.030076644,11,5,1,0,2,0,,44.1,179,23,11,10,1,21,0,3,5,0,61,12638
2012,Jerad Eickhoff,TEX,LEVEL,21,13,7,4.68946135,26,25,0,0,0,0,,126.2,545,132,75,66,22,38,0,5,8,2,90,12664
2012,Guido Knudson,DET,LEVEL,22,0,0,0,1,0,0,0,0,0,,3,11,1,1,0,0,0,0,0,0,0,0,12669
2013,Guido Knudson,DET,LEVEL,23,1,2,1.7880806,42,0,0,0,0,5,,50.1,197,41,12,10,3,10,2,3,1,0,38,12669
2011,Roenis Elias,SEA,LEVEL,22,4,2,5.449546052,7,7,0,0,0,0,,36.1,162,41,24,22,7,18,0,1,4,0,33,12673
2012,Phil Klein,TEX,LEVEL,23,6,0,1.903846154,33,0,0,0,8,1,,52,209,37,12,11,2,21,0,4,3,1,53,12675
2012,Ryne Harper,ATL,LEVEL,23,0,2,4.32,15,0,0,0,5,2,,25,113,30,12,12,5,7,1,2,4,0,41,12680
2015,Ryne Harper,ATL,LEVEL,26,0,0,5.399989314,1,0,0,0,0,0,,1.2,8,2,1,1,0,0,0,0,1,0,3,12680
2012,Tyler Wilson,BAL,LEVEL,22,3,3,5.0625,6,6,0,0,0,0,,32,133,30,19,18,4,11,0,1,1,1,29,12691
2012,Ryan Carpenter,TBR,LEVEL,21,11,8,4.089077549,29,28,0,0,0,0,,149.2,616,153,76,68,15,23,0,8,7,2,113,12699
2014,Adrian Houser,HOU,LEVEL,21,5,6,4.141091599,25,17,0,0,0,1,,108.2,458,99,55,50,5,37,0,11,9,0,93,12718
2017,Adrian Houser,MIL,LEVEL,24,1,0,1,3,2,0,0,0,0,,9,32,5,1,1,0,0,0,0,3,0,11,12718
2012,Nick Martinez,TEX,LEVEL,21,8,6,4.832400085,31,20,0,0,1,1,,117.1,503,121,66,63,8,37,0,4,6,0,109,12730
2012,Tyler Pill,NYM,LEVEL,22,3,4,2.612901618,9,9,0,0,0,0,,51.2,216,56,17,15,3,8,0,1,1,0,54,12751
2012,Jake Esch,MIA,LEVEL,22,1,3,3.126312463,6,4,0,0,0,1,,31.2,131,27,15,11,1,11,1,0,2,0,26,12756
2012,Rafael Montero,NYM,LEVEL,21,6,3,2.523365745,12,12,0,0,0,0,,71.1,286,61,24,20,4,8,0,1,2,1,54,12760
2012,Chris Devenski,CHW,LEVEL,21,6,5,4.232430251,19,8,0,0,2,2,,61.2,265,63,31,29,8,19,1,3,3,2,54,12763
2012,Chris Devenski,HOU,LEVEL,21,2,2,3.068185343,5,5,1,1,0,0,,29.1,123,23,11,10,1,16,0,2,1,2,38,12763
2013,Chris Devenski,HOU,LEVEL,22,4,3,4.361541661,8,8,0,0,0,0,,43.1,193,60,22,21,3,9,0,1,2,0,32,12763
2007,Kenny Rogers,DET,LEVEL,42,0,1,1.8,1,1,0,0,0,0,,5,23,7,3,1,0,2,0,0,1,0,4,1277
2013,Jairo Diaz,LAA,LEVEL,22,0,3,3.970588235,32,0,0,0,8,5,,34,141,27,16,15,3,11,1,4,2,0,28,12774
2011,Jairo Diaz,LAA,LEVEL,20,0,3,8.196413776,4,4,0,0,0,0,,18.2,90,24,18,17,1,12,1,3,1,0,10,12774
2012,Jairo Diaz,LAA,LEVEL,21,2,7,7.695652174,13,13,0,0,0,0,,69,332,99,63,59,8,29,0,6,7,0,45,12774
2012,John Brebbia,NYY,LEVEL,22,3,1,2.961288501,29,0,0,0,2,0,,51.2,222,55,17,17,4,18,1,2,0,0,53,12777
2013,John Brebbia,NYY,LEVEL,23,0,2,4.135135135,18,0,0,0,1,1,,37,155,40,19,17,2,4,0,1,1,0,29,12777
2012,Sam Gaviglio,STL,LEVEL,22,9,9,3.92481203,23,23,0,0,0,0,,133,566,128,74,58,12,30,0,11,16,0,113,12778
2011,Sean Gilmartin,ATL,LEVEL,21,2,1,2.531253998,5,5,0,0,0,0,,21.1,86,18,6,6,3,2,0,0,3,0,30,12781
2013,Sean Gilmartin,ATL,LEVEL,23,1,0,1.8,1,1,0,0,0,0,,5,19,4,1,1,0,0,0,0,0,0,5,12781
2008,Rudy Seanez,PHI,LEVEL,39,1,0,0,1,0,0,0,0,1,,1,6,2,2,0,0,0,0,0,0,0,1,1279
2012,Raul Alcantara,OAK,LEVEL,19,6,11,5.084399086,27,17,0,0,0,2,,102.2,441,119,64,58,12,38,0,7,2,4,57,12790
2013,Raul Alcantara,OAK,LEVEL,20,7,1,2.443966642,13,13,1,1,0,0,,77.1,322,84,29,21,3,7,0,4,2,0,58,12790
2012,Cody Anderson,CLE,LEVEL,21,4,7,3.20339099,24,23,0,0,0,0,,98.1,403,92,40,35,8,29,0,1,5,2,72,12799
2012,Noe Ramirez,BOS,LEVEL,22,2,7,4.145667548,16,16,0,0,0,0,,84.2,350,89,43,39,12,19,0,3,2,1,82,12800
2018,Chris Reed,MIA,LEVEL,28,1,0,1.8,3,0,0,0,0,0,,5,22,7,1,1,0,1,0,0,0,0,3,12801
2011,Carter Capps,SEA,LEVEL,20,1,1,6,4,4,0,0,0,0,,18,81,19,12,12,1,10,0,2,1,0,21,12803
2012,Matt Wisler,SDP,LEVEL,19,5,4,2.526315789,24,23,1,1,0,0,,114,461,95,39,32,1,28,0,5,5,2,113,12804
2014,Mike Clevinger,LAA,LEVEL,23,3,0,1.875,5,5,0,0,0,0,,24,92,16,5,5,2,5,0,0,1,1,27,12808
2012,Mike Clevinger,LAA,LEVEL,21,1,1,3.731707317,8,8,0,0,0,0,,41,172,37,18,17,3,13,0,3,1,0,34,12808
2012,Joel De La Cruz,NYY,LEVEL,23,3,3,3.664283218,25,0,0,0,3,1,,46.2,204,45,25,19,3,27,0,1,7,3,49,12825
2012,Andrew Kittredge,SEA,LEVEL,22,1,0,0.843747335,5,0,0,0,1,0,,10.2,40,8,1,1,1,1,0,0,1,1,16,12828
2012,Matt Purke,WSN,LEVEL,21,0,2,5.869578116,3,3,0,0,0,0,,15.1,73,15,11,10,1,12,0,1,3,0,14,12831
2013,Matt Purke,WSN,LEVEL,22,1,1,2.482758621,6,6,0,0,0,0,,29,118,25,9,8,3,7,0,1,1,0,41,12831
2015,Matt Purke,WSN,LEVEL,24,2,3,3.030609296,8,8,0,0,0,0,,32.2,137,34,16,11,1,9,0,1,1,1,21,12831
2012,Alex Meyer,WSN,LEVEL,22,7,4,3.1,18,18,1,1,0,0,,90,367,68,33,31,4,34,0,3,7,0,107,12833
2012,Elvis Araujo,CLE,LEVEL,20,7,10,5,28,28,1,0,0,0,,135,601,141,89,75,7,61,0,6,20,2,111,12854
2012,Shawn Armstrong,CLE,LEVEL,21,0,0,0,2,0,0,0,0,0,,3.2,14,1,0,0,0,2,0,0,0,0,4,12857
2016,Shawn Armstrong,CLE,LEVEL,25,0,0,0,2,0,0,0,0,0,,2,7,0,0,0,0,0,0,0,0,0,5,12857
2012,Matt Barnes,BOS,LEVEL,22,2,0,0.337499574,5,5,0,0,0,0,,26.2,97,12,1,1,0,4,0,1,0,1,42,12863
2012,Andrew McKirahan,CHC,LEVEL,22,0,0,1.8,9,0,0,0,2,0,,10,40,6,2,2,0,4,0,2,0,0,11,12870
2013,Andrew McKirahan,CHC,LEVEL,23,2,0,2.745758007,14,0,0,0,0,0,,19.2,80,14,7,6,0,7,0,3,1,0,22,12870
2012,Tyler Anderson,COL,LEVEL,22,12,3,2.468150878,20,20,2,1,0,0,,120.1,476,102,43,33,5,28,0,3,5,1,81,12880
2013,Alex Claudio,TEX,LEVEL,21,3,1,1.14893617,24,0,0,0,11,4,,47,167,22,7,6,2,7,0,0,0,2,62,12890
2012,Logan Verrett,NYM,LEVEL,22,3,2,3.061853984,11,11,1,1,0,0,,64.2,265,57,32,22,7,9,0,3,3,0,67,12905
2012,Ken Giles,PHI,LEVEL,21,3,3,3.608912799,29,6,0,0,5,2,,67.1,305,54,30,27,5,44,0,6,8,0,86,12910
2012,Dylan Bundy,BAL,LEVEL,19,1,0,0,8,8,0,0,0,0,,30,99,5,2,0,0,2,0,2,1,0,40,12917
2012,Archie Bradley,ARI,LEVEL,19,12,6,3.838235294,27,27,0,0,0,0,,136,583,87,64,58,6,84,0,15,17,2,152,12918
2013,Gabriel Ynoa,NYM,LEVEL,20,15,4,2.719894888,22,22,1,0,0,0,,135.2,542,123,45,41,9,16,0,1,2,0,106,12938
2014,Abel De Los Santos,TEX,LEVEL,21,0,1,1.687494669,8,0,0,0,0,0,,10.2,41,7,3,2,1,1,0,0,0,0,12,12962
2012,Roberto Gomez,TBR,LEVEL,22,9,3,2.475,28,22,0,0,0,0,,120,494,110,43,33,3,42,1,4,8,0,79,12963
2015,Joe Musgrove,HOU,LEVEL,22,4,1,0.701297781,5,3,0,0,0,0,,25.2,100,22,4,2,0,1,0,1,0,0,23,12970
